order_id,customer_name,age,country,city,category,product_price,quantity,discount_percent,payment_method,order_status,order_date,rating,total_amount,final_revenue,discount_amount,order_month,order_year,order_quarter,age_group,is_high_value,revenue_rank,category_upper,order_number
ORD0147,Customer_147,49,Germany,Sydney,Clothing,5437.7,9,20.0,UPI,Delivered,2023-03-15,2,39151.44,39151.44,9787.86,March,2023,1,46-65,True,15,CLOTHING,147
ORD0148,Customer_148,56,Brazil,London,Home,3181.95,5,5.0,UPI,Delivered,2023-03-15,4,15114.26,15114.26,795.49,March,2023,1,46-65,False,39,HOME,148
ORD0149,Customer_149,49,USA,Berlin,Clothing,6142.3,4,15.0,Credit Card,Delivered,2023-03-16,4,20883.82,20883.82,3685.38,March,2023,1,46-65,True,29,CLOTHING,149
ORD0150,Customer_150,21,Brazil,Mumbai,Clothing,7189.89,2,15.0,Credit Card,Cancelled,2023-03-16,3,12222.81,12222.81,2156.97,March,2023,1,18-25,False,41,CLOTHING,150
ORD0151,Customer_151,47,India,Tokyo,Beauty,2798.98,1,25.0,Net Banking,Returned,2023-03-17,4,2099.24,2099.24,699.74,March,2023,1,46-65,False,60,BEAUTY,151
ORD0152,Customer_152,54,India,Toronto,Clothing,4194.14,7,0.0,Net Banking,Returned,2023-03-17,5,29358.98,29358.98,0.0,March,2023,1,46-65,True,22,CLOTHING,152
ORD0153,Customer_153,40,France,Toronto,Sports,1306.67,6,15.0,Credit Card,Cancelled,2023-03-18,4,6664.02,6664.02,1176.0,March,2023,1,36-45,False,53,SPORTS,153
ORD0154,Customer_154,56,Australia,London,Books,1893.38,2,0.0,Credit Card,Delivered,2023-03-18,5,3786.76,3786.76,0.0,March,2023,1,46-65,False,63,BOOKS,154
ORD0155,Customer_155,62,Australia,Dubai,Electronics,6843.07,8,20.0,Debit Card,Delivered,2023-03-19,2,43795.65,43795.65,10948.91,March,2023,1,46-65,True,10,ELECTRONICS,155
ORD0156,Customer_156,32,UK,Dubai,Food,1896.24,4,5.0,Debit Card,Delivered,2023-03-19,5,7205.71,7205.71,379.25,March,2023,1,26-35,False,45,FOOD,156
ORD0157,Customer_157,60,Canada,London,Sports,5299.12,8,20.0,Credit Card,Delivered,2023-03-20,4,33914.37,33914.37,8478.59,March,2023,1,46-65,True,14,SPORTS,157
ORD0158,Customer_158,46,Brazil,New York,Electronics,7119.56,7,25.0,Debit Card,Delivered,2023-03-20,5,37377.69,37377.69,12459.23,March,2023,1,46-65,True,13,ELECTRONICS,158
ORD0159,Customer_159,53,UAE,Mumbai,Home,1158.08,5,10.0,Cash,Delivered,2023-03-21,4,5211.36,5211.36,579.04,March,2023,1,46-65,False,53,HOME,159
ORD0160,Customer_160,30,Japan,Toronto,Home,5716.39,8,10.0,Net Banking,Delivered,2023-03-21,5,41158.01,41158.01,4573.11,March,2023,1,26-35,True,14,HOME,160
ORD0161,Customer_161,49,Australia,Toronto,Home,2639.97,9,10.0,Net Banking,Delivered,2023-03-22,4,21383.76,21383.76,2375.97,March,2023,1,46-65,True,32,HOME,161
ORD0162,Customer_162,24,Japan,New York,Sports,9632.98,5,20.0,Credit Card,Returned,2023-03-22,2,38531.92,38531.92,9632.98,March,2023,1,18-25,True,10,SPORTS,162
ORD0163,Customer_163,39,France,Toronto,Sports,4887.1,5,15.0,UPI,Cancelled,2023-03-23,1,20770.18,20770.18,3665.32,March,2023,1,36-45,True,30,SPORTS,163
ORD0164,Customer_164,45,Japan,Tokyo,Food,8079.33,2,5.0,Credit Card,Delivered,2023-03-23,5,15350.73,15350.73,807.93,March,2023,1,36-45,False,25,FOOD,164
ORD0165,Customer_165,19,UAE,Mumbai,Books,5547.24,5,10.0,Debit Card,Returned,2023-03-24,4,24962.58,24962.58,2773.62,March,2023,1,18-25,True,20,BOOKS,165
ORD0166,Customer_166,59,Germany,São Paulo,Toys,529.78,3,25.0,UPI,Pending,2023-03-24,5,1192.0,1192.0,397.34,March,2023,1,46-65,False,62,TOYS,166
ORD0167,Customer_167,62,UAE,Toronto,Clothing,6368.2,7,25.0,Debit Card,Delivered,2023-03-25,3,33433.05,33433.05,11144.35,March,2023,1,46-65,True,18,CLOTHING,167
ORD0168,Customer_168,23,Japan,London,Home,9518.89,5,10.0,Cash,Delivered,2023-03-25,4,42835.0,42835.0,4759.44,March,2023,1,18-25,True,13,HOME,168
ORD0169,Customer_169,45,UAE,Tokyo,Beauty,6055.96,8,10.0,Debit Card,Delivered,2023-03-26,1,43602.91,43602.91,4844.77,March,2023,1,36-45,True,10,BEAUTY,169
ORD0170,Customer_170,45,USA,Toronto,Books,8209.97,1,5.0,Cash,Pending,2023-03-26,4,7799.47,7799.47,410.5,March,2023,1,36-45,False,47,BOOKS,170
ORD0171,Customer_171,61,France,Tokyo,Beauty,8853.64,3,10.0,Cash,Returned,2023-03-27,5,23904.83,23904.83,2656.09,March,2023,1,46-65,True,26,BEAUTY,171
ORD0172,Customer_172,61,Brazil,Sydney,Food,2357.99,3,5.0,Debit Card,Delivered,2023-03-27,4,6720.27,6720.27,353.7,March,2023,1,46-65,False,46,FOOD,172
ORD0173,Customer_173,37,Germany,São Paulo,Food,2199.24,9,25.0,Debit Card,Delivered,2023-03-28,3,14844.87,14844.87,4948.29,March,2023,1,36-45,False,26,FOOD,173
ORD0174,Customer_174,47,Australia,Paris,Food,6148.71,5,10.0,Cash,Delivered,2023-03-28,4,27669.2,27669.2,3074.36,March,2023,1,46-65,True,21,FOOD,174
ORD0175,Customer_175,28,India,London,Electronics,4169.18,9,20.0,UPI,Delivered,2023-03-29,5,30018.1,30018.1,7504.52,March,2023,1,26-35,True,18,ELECTRONICS,175
ORD0176,Customer_176,45,Brazil,London,Beauty,8414.63,9,20.0,Cash,Delivered,2023-03-29,4,60585.34,60585.34,15146.33,March,2023,1,36-45,True,6,BEAUTY,176
ORD0177,Customer_177,42,India,Mumbai,Books,9010.23,1,25.0,Net Banking,Returned,2023-03-30,5,6757.67,6757.67,2252.56,March,2023,1,36-45,False,54,BOOKS,177
ORD0178,Customer_178,56,France,Tokyo,Toys,3598.87,2,5.0,Cash,Cancelled,2023-03-30,5,6837.85,6837.85,359.89,March,2023,1,46-65,False,50,TOYS,178
ORD0179,Customer_179,50,Germany,New York,Books,2445.02,5,20.0,UPI,Returned,2023-03-31,5,9780.08,9780.08,2445.02,March,2023,1,46-65,False,39,BOOKS,179
ORD0180,Customer_180,18,UK,London,Sports,7827.2,4,5.0,Net Banking,Returned,2023-03-31,5,29743.36,29743.36,1565.44,March,2023,1,18-25,True,21,SPORTS,180
ORD0181,Customer_181,44,Australia,Tokyo,Sports,2820.58,9,20.0,Credit Card,Cancelled,2023-04-01,3,20308.18,20308.18,5077.04,April,2023,2,36-45,True,31,SPORTS,181
ORD0182,Customer_182,30,USA,Tokyo,Home,8243.88,7,20.0,Credit Card,Delivered,2023-04-01,4,46165.73,46165.73,11541.43,April,2023,2,26-35,True,11,HOME,182
ORD0183,Customer_183,58,UK,Berlin,Toys,4295.01,6,5.0,UPI,Delivered,2023-04-02,4,24481.56,24481.56,1288.5,April,2023,2,46-65,True,26,TOYS,183
ORD0184,Customer_184,20,France,Berlin,Sports,6708.74,7,15.0,Cash,Delivered,2023-04-02,1,39917.0,39917.0,7044.18,April,2023,2,18-25,True,8,SPORTS,184
ORD0185,Customer_185,56,Brazil,Paris,Food,1045.8,1,20.0,Debit Card,Cancelled,2023-04-03,5,836.64,836.64,209.16,April,2023,2,46-65,False,59,FOOD,185
ORD0186,Customer_186,23,USA,Sydney,Books,6276.21,1,10.0,UPI,Delivered,2023-04-03,4,5648.59,5648.59,627.62,April,2023,2,18-25,False,58,BOOKS,186
ORD0187,Customer_187,25,UAE,Paris,Beauty,4572.5,8,25.0,Net Banking,Cancelled,2023-04-04,4,27435.0,27435.0,9145.0,April,2023,2,18-25,True,24,BEAUTY,187
ORD0188,Customer_188,44,Japan,Toronto,Food,5907.42,2,15.0,Net Banking,Delivered,2023-04-04,4,10042.61,10042.61,1772.23,April,2023,2,36-45,False,38,FOOD,188
ORD0189,Customer_189,26,USA,New York,Electronics,1763.34,9,5.0,Credit Card,Delivered,2023-04-05,4,15076.56,15076.56,793.5,April,2023,2,26-35,False,31,ELECTRONICS,189
ORD0190,Customer_190,54,France,Toronto,Sports,7395.05,7,15.0,Net Banking,Delivered,2023-04-05,4,44000.55,44000.55,7764.8,April,2023,2,46-65,True,6,SPORTS,190
ORD0191,Customer_191,50,Canada,Dubai,Food,8641.69,6,0.0,UPI,Delivered,2023-04-06,2,51850.14,51850.14,0.0,April,2023,2,46-65,True,3,FOOD,191
ORD0192,Customer_192,59,Japan,Toronto,Food,2245.72,1,0.0,Net Banking,Cancelled,2023-04-06,4,2245.72,2245.72,0.0,April,2023,2,46-65,False,55,FOOD,192
ORD0193,Customer_193,61,India,Mumbai,Electronics,1047.57,1,20.0,UPI,Cancelled,2023-04-07,3,838.06,838.06,209.51,April,2023,2,46-65,False,56,ELECTRONICS,193
ORD0194,Customer_194,41,Australia,Toronto,Clothing,334.02,2,20.0,Debit Card,Delivered,2023-04-07,4,534.43,534.43,133.61,April,2023,2,36-45,False,63,CLOTHING,194
ORD0195,Customer_195,32,India,Paris,Books,6455.52,6,10.0,Credit Card,Delivered,2023-04-08,5,34859.81,34859.81,3873.31,April,2023,2,26-35,True,11,BOOKS,195
ORD0196,Customer_196,42,USA,London,Beauty,6110.23,6,25.0,Net Banking,Delivered,2023-04-08,5,27496.03,27496.03,9165.34,April,2023,2,36-45,True,23,BEAUTY,196
ORD0197,Customer_197,49,India,London,Home,5512.3,2,15.0,UPI,Delivered,2023-04-09,3,9370.91,9370.91,1653.69,April,2023,2,46-65,False,47,HOME,197
ORD0198,Customer_198,41,France,Berlin,Clothing,2396.28,1,0.0,Cash,Delivered,2023-04-09,4,2396.28,2396.28,0.0,April,2023,2,36-45,False,58,CLOTHING,198
ORD0199,Customer_199,58,UAE,New York,Sports,3969.97,5,20.0,Credit Card,Returned,2023-04-10,5,15879.88,15879.88,3969.97,April,2023,2,46-65,False,44,SPORTS,199
ORD0200,Customer_200,29,Brazil,New York,Food,5985.32,5,25.0,Debit Card,Delivered,2023-04-10,2,22444.95,22444.95,7481.65,April,2023,2,26-35,True,24,FOOD,200
ORD0201,Customer_201,56,Australia,Mumbai,Toys,5017.99,2,15.0,UPI,Delivered,2023-04-11,2,8530.58,8530.58,1505.4,April,2023,2,46-65,False,42,TOYS,201
ORD0202,Customer_202,19,India,Paris,Electronics,9879.08,6,20.0,Debit Card,Delivered,2023-04-11,3,47419.58,47419.58,11854.9,April,2023,2,18-25,True,8,ELECTRONICS,202
ORD0203,Customer_203,20,India,Berlin,Electronics,1450.75,9,0.0,Debit Card,Delivered,2023-04-12,4,13056.75,13056.75,0.0,April,2023,2,18-25,False,33,ELECTRONICS,203
ORD0204,Customer_204,54,USA,Dubai,Toys,6981.93,2,0.0,Net Banking,Delivered,2023-04-12,3,13963.86,13963.86,0.0,April,2023,2,46-65,False,37,TOYS,204
ORD0205,Customer_205,42,Brazil,New York,Books,4102.76,2,0.0,Net Banking,Delivered,2023-04-13,4,8205.52,8205.52,0.0,April,2023,2,36-45,False,46,BOOKS,205
ORD0206,Customer_206,19,UK,London,Clothing,4339.18,3,20.0,UPI,Delivered,2023-04-13,4,10414.03,10414.03,2603.51,April,2023,2,18-25,False,42,CLOTHING,206
ORD0207,Customer_207,19,India,Toronto,Home,7204.22,7,5.0,Cash,Delivered,2023-04-14,4,47908.06,47908.06,2521.48,April,2023,2,18-25,True,8,HOME,207
ORD0208,Customer_208,45,France,Toronto,Books,6955.12,6,20.0,UPI,Delivered,2023-04-14,3,33384.58,33384.58,8346.14,April,2023,2,36-45,True,12,BOOKS,208
ORD0209,Customer_209,40,Canada,Berlin,Toys,9913.43,8,25.0,Cash,Delivered,2023-04-15,4,59480.58,59480.58,19826.86,April,2023,2,36-45,True,3,TOYS,209
ORD0210,Customer_210,54,Australia,Paris,Food,1371.1,8,20.0,Debit Card,Delivered,2023-04-15,5,8775.04,8775.04,2193.76,April,2023,2,46-65,False,40,FOOD,210
ORD0211,Customer_211,49,India,Paris,Toys,1130.69,6,10.0,Credit Card,Pending,2023-04-16,5,6105.73,6105.73,678.41,April,2023,2,46-65,False,53,TOYS,211
ORD0212,Customer_212,50,France,Sydney,Books,7270.95,3,10.0,UPI,Delivered,2023-04-16,5,19631.56,19631.56,2181.28,April,2023,2,46-65,True,28,BOOKS,212
ORD0213,Customer_213,18,France,São Paulo,Beauty,5826.03,3,10.0,UPI,Delivered,2023-04-17,4,15730.28,15730.28,1747.81,April,2023,2,18-25,False,39,BEAUTY,213
ORD0214,Customer_214,36,Australia,New York,Electronics,2814.19,1,5.0,Cash,Delivered,2023-04-17,5,2673.48,2673.48,140.71,April,2023,2,36-45,False,53,ELECTRONICS,214
ORD0215,Customer_215,19,UK,Paris,Electronics,886.25,7,5.0,Debit Card,Delivered,2023-04-18,5,5893.56,5893.56,310.19,April,2023,2,18-25,False,47,ELECTRONICS,215
ORD0216,Customer_216,61,France,London,Sports,948.02,5,20.0,Debit Card,Delivered,2023-04-18,5,3792.08,3792.08,948.02,April,2023,2,46-65,False,60,SPORTS,216
ORD0217,Customer_217,43,Canada,Berlin,Sports,8952.49,4,10.0,Cash,Cancelled,2023-04-19,2,32228.96,32228.96,3581.0,April,2023,2,36-45,True,16,SPORTS,217
ORD0218,Customer_218,49,France,Dubai,Toys,1999.49,4,5.0,Debit Card,Cancelled,2023-04-19,1,7598.06,7598.06,399.9,April,2023,2,46-65,False,47,TOYS,218
ORD0219,Customer_219,23,France,Sydney,Home,3301.38,4,0.0,Net Banking,Delivered,2023-04-20,3,13205.52,13205.52,0.0,April,2023,2,18-25,False,41,HOME,219
ORD0220,Customer_220,49,France,Tokyo,Food,2343.9,6,20.0,Credit Card,Delivered,2023-04-20,5,11250.72,11250.72,2812.68,April,2023,2,46-65,False,36,FOOD,220
ORD0221,Customer_221,21,UAE,Mumbai,Beauty,3614.46,8,25.0,UPI,Delivered,2023-04-21,4,21686.76,21686.76,7228.92,April,2023,2,18-25,True,31,BEAUTY,221
ORD0222,Customer_222,28,UAE,Dubai,Clothing,787.3,8,15.0,Credit Card,Returned,2023-04-21,4,5353.64,5353.64,944.76,April,2023,2,26-35,False,52,CLOTHING,222
ORD0223,Customer_223,42,UK,Tokyo,Books,5238.69,5,20.0,UPI,Delivered,2023-04-22,5,20954.76,20954.76,5238.69,April,2023,2,36-45,True,25,BOOKS,223
ORD0224,Customer_224,55,India,Toronto,Home,769.36,6,15.0,Net Banking,Delivered,2023-04-22,5,3923.74,3923.74,692.42,April,2023,2,46-65,False,55,HOME,224
ORD0225,Customer_225,41,France,Mumbai,Food,8023.53,4,10.0,Debit Card,Delivered,2023-04-23,5,28884.71,28884.71,3209.41,April,2023,2,36-45,True,19,FOOD,225
ORD0226,Customer_226,22,Brazil,New York,Sports,2413.75,9,15.0,Cash,Delivered,2023-04-23,4,18465.19,18465.19,3258.56,April,2023,2,18-25,False,39,SPORTS,226
ORD0227,Customer_227,51,India,London,Toys,5446.12,8,10.0,Net Banking,Delivered,2023-04-24,5,39212.06,39212.06,4356.9,April,2023,2,46-65,True,15,TOYS,227
ORD0228,Customer_228,23,UK,Mumbai,Books,8812.78,1,0.0,Credit Card,Delivered,2023-04-24,3,8812.78,8812.78,0.0,April,2023,2,18-25,False,44,BOOKS,228
ORD0229,Customer_229,39,Germany,São Paulo,Sports,6543.69,2,15.0,Cash,Delivered,2023-04-25,3,11124.27,11124.27,1963.11,April,2023,2,36-45,False,49,SPORTS,229
ORD0230,Customer_230,28,India,Tokyo,Toys,5376.28,9,20.0,Debit Card,Cancelled,2023-04-25,3,38709.22,38709.22,9677.3,April,2023,2,26-35,True,16,TOYS,230
ORD0231,Customer_231,33,India,New York,Books,3310.9,8,10.0,Net Banking,Delivered,2023-04-26,4,23838.48,23838.48,2648.72,April,2023,2,26-35,True,21,BOOKS,231
ORD0232,Customer_232,50,Japan,São Paulo,Clothing,3396.72,3,20.0,Cash,Delivered,2023-04-26,4,8152.13,8152.13,2038.03,April,2023,2,46-65,False,46,CLOTHING,232
ORD0233,Customer_233,26,USA,Toronto,Food,6727.92,8,5.0,Net Banking,Returned,2023-04-27,5,51132.19,51132.19,2691.17,April,2023,2,26-35,True,4,FOOD,233
ORD0234,Customer_234,23,Japan,São Paulo,Books,9941.98,1,10.0,Net Banking,Delivered,2023-04-27,2,8947.78,8947.78,994.2,April,2023,2,18-25,False,42,BOOKS,234
ORD0235,Customer_235,33,Canada,Sydney,Beauty,6652.21,4,15.0,Debit Card,Delivered,2023-04-28,5,22617.51,22617.51,3991.33,April,2023,2,26-35,True,28,BEAUTY,235
ORD0236,Customer_236,46,UAE,Sydney,Home,5622.06,3,10.0,UPI,Delivered,2023-04-28,4,15179.56,15179.56,1686.62,April,2023,2,46-65,False,38,HOME,236
ORD0237,Customer_237,20,UAE,Berlin,Electronics,7333.44,6,20.0,Cash,Delivered,2023-04-29,4,35200.51,35200.51,8800.13,April,2023,2,18-25,True,15,ELECTRONICS,237
ORD0238,Customer_238,42,USA,Dubai,Beauty,4705.54,7,0.0,Debit Card,Cancelled,2023-04-29,4,32938.78,32938.78,0.0,April,2023,2,36-45,True,17,BEAUTY,238
ORD0239,Customer_239,53,Australia,Dubai,Beauty,695.41,4,10.0,Net Banking,Delivered,2023-04-30,4,2503.48,2503.48,278.16,April,2023,2,46-65,False,58,BEAUTY,239
ORD0240,Customer_240,36,Australia,New York,Home,5666.74,7,15.0,Debit Card,Delivered,2023-04-30,4,33717.1,33717.1,5950.08,April,2023,2,36-45,True,17,HOME,240
ORD0241,Customer_241,43,UK,Toronto,Electronics,9580.49,9,5.0,UPI,Delivered,2023-05-01,4,81913.19,81913.19,4311.22,May,2023,2,36-45,True,2,ELECTRONICS,241
ORD0242,Customer_242,20,USA,Paris,Beauty,1835.5,2,25.0,Cash,Delivered,2023-05-01,3,2753.25,2753.25,917.75,May,2023,2,18-25,False,57,BEAUTY,242
ORD0243,Customer_243,36,India,Sydney,Books,6931.05,3,0.0,UPI,Cancelled,2023-05-02,2,20793.15,20793.15,0.0,May,2023,2,36-45,True,26,BOOKS,243
ORD0244,Customer_244,37,Australia,New York,Books,2089.24,5,5.0,Credit Card,Delivered,2023-05-02,4,9923.89,9923.89,522.31,May,2023,2,36-45,False,38,BOOKS,244
ORD0245,Customer_245,49,France,Paris,Books,5404.69,3,10.0,Cash,Delivered,2023-05-03,5,14592.66,14592.66,1621.41,May,2023,2,46-65,False,34,BOOKS,245
ORD0246,Customer_246,24,Brazil,Dubai,Electronics,1057.1,8,20.0,UPI,Cancelled,2023-05-03,4,6765.44,6765.44,1691.36,May,2023,2,18-25,False,42,ELECTRONICS,246
ORD0247,Customer_247,58,India,Berlin,Beauty,4558.67,8,20.0,Net Banking,Delivered,2023-05-04,5,29175.49,29175.49,7293.87,May,2023,2,46-65,True,22,BEAUTY,247
ORD0248,Customer_248,50,Canada,São Paulo,Toys,7586.02,8,15.0,Cash,Returned,2023-05-04,5,51584.94,51584.94,9103.22,May,2023,2,46-65,True,7,TOYS,248
ORD0249,Customer_249,57,France,Sydney,Electronics,3540.96,9,0.0,Cash,Returned,2023-05-05,5,31868.64,31868.64,0.0,May,2023,2,46-65,True,16,ELECTRONICS,249
ORD0250,Customer_250,56,France,New York,Books,6682.63,4,0.0,Debit Card,Returned,2023-05-05,5,26730.52,26730.52,0.0,May,2023,2,46-65,True,18,BOOKS,250
ORD0251,Customer_251,35,USA,Mumbai,Home,7974.95,5,20.0,Net Banking,Delivered,2023-05-06,4,31899.8,31899.8,7974.95,May,2023,2,26-35,True,19,HOME,251
ORD0252,Customer_252,57,UK,Paris,Beauty,9279.06,5,15.0,Credit Card,Delivered,2023-05-06,5,39436.0,39436.0,6959.29,May,2023,2,46-65,True,12,BEAUTY,252
ORD0253,Customer_253,18,Canada,São Paulo,Beauty,2422.96,8,25.0,UPI,Cancelled,2023-05-07,5,14537.76,14537.76,4845.92,May,2023,2,18-25,False,40,BEAUTY,253
ORD0254,Customer_254,28,Australia,Sydney,Sports,4053.23,7,10.0,Debit Card,Delivered,2023-05-07,4,25535.35,25535.35,2837.26,May,2023,2,26-35,True,26,SPORTS,254
ORD0255,Customer_255,45,USA,Dubai,Sports,1608.92,9,10.0,UPI,Delivered,2023-05-08,4,13032.25,13032.25,1448.03,May,2023,2,36-45,False,47,SPORTS,255
ORD0256,Customer_256,42,Australia,Toronto,Clothing,9925.59,8,20.0,Credit Card,Returned,2023-05-08,1,63523.78,63523.78,15880.94,May,2023,2,36-45,True,2,CLOTHING,256
ORD0257,Customer_257,40,USA,Paris,Toys,9277.31,2,5.0,Credit Card,Returned,2023-05-09,5,17626.89,17626.89,927.73,May,2023,2,36-45,False,36,TOYS,257
ORD0258,Customer_258,48,USA,Dubai,Toys,5445.58,4,10.0,Cash,Delivered,2023-05-09,5,19604.09,19604.09,2178.23,May,2023,2,46-65,True,34,TOYS,258
ORD0259,Customer_259,47,USA,Sydney,Food,8436.13,6,25.0,Credit Card,Delivered,2023-05-10,2,37962.58,37962.58,12654.2,May,2023,2,46-65,True,14,FOOD,259
ORD0260,Customer_260,59,UK,Paris,Toys,5257.48,2,20.0,UPI,Delivered,2023-05-10,4,8411.97,8411.97,2102.99,May,2023,2,46-65,False,43,TOYS,260
ORD0261,Customer_261,52,USA,São Paulo,Sports,6273.5,7,15.0,Net Banking,Returned,2023-05-11,4,37327.32,37327.32,6587.18,May,2023,2,46-65,True,11,SPORTS,261
ORD0262,Customer_262,24,Germany,Sydney,Electronics,982.33,3,0.0,Net Banking,Returned,2023-05-11,2,2946.99,2946.99,0.0,May,2023,2,18-25,False,52,ELECTRONICS,262
ORD0263,Customer_263,33,Brazil,Tokyo,Toys,7577.18,3,20.0,Cash,Delivered,2023-05-12,4,18185.23,18185.23,4546.31,May,2023,2,26-35,False,35,TOYS,263
ORD0264,Customer_264,43,Australia,New York,Sports,1364.36,2,25.0,UPI,Delivered,2023-05-12,3,2046.54,2046.54,682.18,May,2023,2,36-45,False,62,SPORTS,264
ORD0265,Customer_265,19,India,São Paulo,Clothing,8278.07,8,10.0,UPI,Returned,2023-05-13,2,59602.1,59602.1,6622.46,May,2023,2,18-25,True,4,CLOTHING,265
ORD0266,Customer_266,18,Japan,Paris,Beauty,7842.08,6,15.0,Credit Card,Delivered,2023-05-13,4,39994.61,39994.61,7057.87,May,2023,2,18-25,True,11,BEAUTY,266
ORD0267,Customer_267,29,Canada,Toronto,Toys,7116.57,1,20.0,UPI,Delivered,2023-05-14,5,5693.26,5693.26,1423.31,May,2023,2,26-35,False,55,TOYS,267
ORD0268,Customer_268,22,UAE,Dubai,Clothing,457.99,1,0.0,Debit Card,Pending,2023-05-14,1,457.99,457.99,0.0,May,2023,2,18-25,False,64,CLOTHING,268
ORD0269,Customer_269,54,UK,Mumbai,Beauty,3100.97,7,15.0,Credit Card,Delivered,2023-05-15,5,18450.77,18450.77,3256.02,May,2023,2,46-65,False,33,BEAUTY,269
ORD0270,Customer_270,49,India,Dubai,Home,2704.81,8,0.0,Debit Card,Delivered,2023-05-15,4,21638.48,21638.48,0.0,May,2023,2,46-65,True,31,HOME,270
ORD0271,Customer_271,26,France,Paris,Home,3665.35,5,25.0,Cash,Delivered,2023-05-16,2,13745.06,13745.06,4581.69,May,2023,2,26-35,False,40,HOME,271
ORD0272,Customer_272,58,Germany,Dubai,Beauty,967.66,5,5.0,Net Banking,Delivered,2023-05-16,3,4596.38,4596.38,241.92,May,2023,2,46-65,False,53,BEAUTY,272
ORD0273,Customer_273,52,UAE,New York,Toys,9375.88,4,15.0,Cash,Returned,2023-05-17,4,31877.99,31877.99,5625.53,May,2023,2,46-65,True,19,TOYS,273
ORD0274,Customer_274,36,Japan,Sydney,Food,5582.64,6,25.0,Net Banking,Delivered,2023-05-17,4,25121.88,25121.88,8373.96,May,2023,2,36-45,True,23,FOOD,274
ORD0275,Customer_275,33,India,Mumbai,Sports,3124.69,6,0.0,Cash,Pending,2023-05-18,5,18748.14,18748.14,0.0,May,2023,2,26-35,True,35,SPORTS,275
ORD0276,Customer_276,20,UAE,London,Electronics,4030.12,3,10.0,UPI,Delivered,2023-05-18,5,10881.32,10881.32,1209.04,May,2023,2,18-25,False,36,ELECTRONICS,276
ORD0277,Customer_277,37,India,Paris,Electronics,4527.31,9,10.0,Debit Card,Delivered,2023-05-19,4,36671.21,36671.21,4074.58,May,2023,2,36-45,True,14,ELECTRONICS,277
ORD0278,Customer_278,41,Germany,Berlin,Books,6045.88,7,5.0,Net Banking,Delivered,2023-05-19,3,40205.1,40205.1,2116.06,May,2023,2,36-45,True,9,BOOKS,278
ORD0279,Customer_279,50,Japan,London,Beauty,5205.23,1,15.0,Credit Card,Delivered,2023-05-20,4,4424.45,4424.45,780.78,May,2023,2,46-65,False,54,BEAUTY,279
ORD0280,Customer_280,41,France,Dubai,Electronics,9201.98,7,15.0,Debit Card,Delivered,2023-05-20,4,54751.78,54751.78,9662.08,May,2023,2,36-45,True,5,ELECTRONICS,280
ORD0281,Customer_281,28,USA,Paris,Toys,5019.94,5,15.0,Credit Card,Delivered,2023-05-21,4,21334.74,21334.74,3764.95,May,2023,2,26-35,True,33,TOYS,281
ORD0282,Customer_282,25,Australia,Tokyo,Food,9922.36,5,0.0,Debit Card,Delivered,2023-05-21,2,49611.8,49611.8,0.0,May,2023,2,18-25,True,6,FOOD,282
ORD0283,Customer_283,53,France,Berlin,Beauty,8529.11,2,5.0,Debit Card,Delivered,2023-05-22,2,16205.31,16205.31,852.91,May,2023,2,46-65,False,37,BEAUTY,283
ORD0284,Customer_284,55,USA,Mumbai,Food,2164.25,4,15.0,Cash,Cancelled,2023-05-22,5,7358.45,7358.45,1298.55,May,2023,2,46-65,False,44,FOOD,284
ORD0285,Customer_285,57,UK,Toronto,Toys,9312.89,6,25.0,Net Banking,Cancelled,2023-05-23,4,41908.0,41908.0,13969.34,May,2023,2,46-65,True,14,TOYS,285
ORD0286,Customer_286,37,Brazil,Tokyo,Electronics,1252.03,7,10.0,Net Banking,Cancelled,2023-05-23,3,7887.79,7887.79,876.42,May,2023,2,36-45,False,39,ELECTRONICS,286
ORD0287,Customer_287,52,Canada,London,Electronics,8192.75,5,0.0,Debit Card,Delivered,2023-05-24,4,40963.75,40963.75,0.0,May,2023,2,46-65,True,11,ELECTRONICS,287
ORD0288,Customer_288,42,Canada,Sydney,Books,3868.17,9,25.0,UPI,Delivered,2023-05-24,3,26110.15,26110.15,8703.38,May,2023,2,36-45,True,19,BOOKS,288
ORD0289,Customer_289,52,Australia,New York,Electronics,8791.95,3,10.0,UPI,Cancelled,2023-05-25,4,23738.27,23738.27,2637.58,May,2023,2,46-65,True,23,ELECTRONICS,289
ORD0290,Customer_290,42,Japan,Toronto,Beauty,8693.76,1,10.0,Credit Card,Delivered,2023-05-25,4,7824.38,7824.38,869.38,May,2023,2,36-45,False,47,BEAUTY,290
ORD0291,Customer_291,46,Germany,Tokyo,Toys,8078.66,4,0.0,Credit Card,Delivered,2023-05-26,5,32314.64,32314.64,0.0,May,2023,2,46-65,True,18,TOYS,291
ORD0292,Customer_292,35,Japan,Sydney,Home,7921.3,9,10.0,Cash,Returned,2023-05-26,5,64162.53,64162.53,7129.17,May,2023,2,26-35,True,2,HOME,292
ORD0293,Customer_293,63,Germany,Sydney,Toys,3116.32,4,5.0,Debit Card,Cancelled,2023-05-27,4,11842.02,11842.02,623.26,May,2023,2,46-65,False,39,TOYS,293
ORD0294,Customer_294,35,Japan,Paris,Beauty,901.1,2,0.0,Credit Card,Delivered,2023-05-27,4,1802.2,1802.2,0.0,May,2023,2,26-35,False,62,BEAUTY,294
