order_id,customer_name,age,country,city,category,product_price,quantity,discount_percent,payment_method,order_status,order_date,rating,total_amount
ORD0221,Customer_221,21.0,UAE,Mumbai,Beauty,3614.46,8,25.0,UPI,Delivered,2023-04-21,,21686.76
ORD0222,Customer_222,28.0,UAE,Dubai,Clothing,787.3,8,15.0,Credit Card,Returned,2023-04-21,4,5353.64
ORD0223,Customer_223,,UK,Tokyo,Books,5238.69,5,20.0,UPI,Delivered,2023-04-22,5,20954.76
ORD0224,Customer_224,55.0,India,Toronto,Home,769.36,6,15.0,Net Banking,Delivered,2023-04-22,5,3923.74
ORD0225,Customer_225,41.0,France,Mumbai,Food,8023.53,4,10.0,Debit Card,Delivered,2023-04-23,5,28884.71
ORD0226,Customer_226,22.0,Brazil,New York,Sports,2413.75,9,15.0,Cash,Delivered,2023-04-23,4,18465.19
ORD0227,Customer_227,51.0,India,London,Toys,5446.12,8,10.0,Net Banking,Delivered,2023-04-24,5,39212.06
ORD0228,Customer_228,23.0,UK,Mumbai,Books,8812.78,1,0.0,Credit Card,Delivered,2023-04-24,3,8812.78
ORD0229,Customer_229,39.0,Germany,São Paulo,Sports,6543.69,2,15.0,Cash,Delivered,2023-04-25,3,11124.27
ORD0230,Customer_230,28.0,India,Tokyo,Toys,5376.28,9,20.0,Debit Card,Cancelled,2023-04-25,3,38709.22
ORD0231,Customer_231,33.0,India,New York,Books,3310.9,8,10.0,Net Banking,Delivered,2023-04-26,4,23838.48
ORD0232,Customer_232,50.0,Japan,São Paulo,Clothing,3396.72,3,20.0,Cash,Delivered,2023-04-26,4,8152.13
ORD0233,Customer_233,26.0,USA,Toronto,Food,6727.92,8,5.0,Net Banking,Returned,2023-04-27,5,51132.19
ORD0234,Customer_234,23.0,Japan,São Paulo,Books,9941.98,1,10.0,Net Banking,Delivered,2023-04-27,2,8947.78
ORD0235,Customer_235,33.0,Canada,Sydney,Beauty,6652.21,4,15.0,Debit Card,Delivered,2023-04-28,5,22617.51
ORD0236,Customer_236,46.0,UAE,Sydney,Home,5622.06,3,10.0,UPI,Delivered,2023-04-28,4,15179.56
ORD0237,Customer_237,20.0,UAE,Berlin,Electronics,7333.44,6,20.0,Cash,Delivered,2023-04-29,4,35200.51
ORD0238,Customer_238,,USA,Dubai,Beauty,4705.54,7,0.0,Debit Card,Cancelled,2023-04-29,4,32938.78
ORD0239,Customer_239,53.0,Australia,Dubai,Beauty,695.41,4,10.0,Net Banking,Delivered,2023-04-30,4,2503.48
ORD0240,Customer_240,36.0,Australia,New York,Home,5666.74,7,15.0,Debit Card,Delivered,2023-04-30,4,33717.1
ORD0241,Customer_241,43.0,UK,Toronto,Electronics,9580.49,9,5.0,UPI,Delivered,2023-05-01,4,81913.19
ORD0242,Customer_242,20.0,USA,Paris,Beauty,1835.5,2,25.0,Cash,Delivered,2023-05-01,3,2753.25
ORD0243,Customer_243,36.0,India,Sydney,Books,6931.05,3,0.0,UPI,Cancelled,2023-05-02,2,20793.15
ORD0244,Customer_244,37.0,Australia,New York,Books,2089.24,5,5.0,Credit Card,Delivered,2023-05-02,4,9923.89
ORD0245,Customer_245,49.0,France,Paris,Books,5404.69,3,10.0,Cash,Delivered,2023-05-03,5,14592.66
ORD0246,Customer_246,24.0,Brazil,Dubai,Electronics,1057.1,8,20.0,UPI,Cancelled,2023-05-03,4,6765.44
ORD0247,Customer_247,58.0,India,Berlin,Beauty,4558.67,8,20.0,Net Banking,Delivered,2023-05-04,5,29175.49
ORD0248,Customer_248,50.0,Canada,São Paulo,Toys,7586.02,8,15.0,Cash,Returned,2023-05-04,5,51584.94
ORD0249,Customer_249,57.0,France,Sydney,Electronics,3540.96,9,,Cash,Returned,2023-05-05,5,31868.64
ORD0250,Customer_250,56.0,France,New York,Books,6682.63,4,0.0,Debit Card,Returned,2023-05-05,5,26730.52
ORD0251,Customer_251,35.0,USA,Mumbai,Home,7974.95,5,20.0,Net Banking,Delivered,2023-05-06,4,31899.8
ORD0252,Customer_252,57.0,UK,Paris,Beauty,9279.06,5,15.0,Credit Card,Delivered,2023-05-06,5,39436.0
ORD0253,Customer_253,18.0,Canada,São Paulo,Beauty,2422.96,8,25.0,UPI,Cancelled,2023-05-07,5,14537.76
ORD0254,Customer_254,28.0,Australia,Sydney,Sports,4053.23,7,10.0,Debit Card,Delivered,2023-05-07,4,25535.35
ORD0255,Customer_255,45.0,USA,Dubai,Sports,1608.92,9,10.0,UPI,Delivered,2023-05-08,4,13032.25
ORD0256,Customer_256,42.0,Australia,Toronto,Clothing,9925.59,8,20.0,Credit Card,Returned,2023-05-08,1,63523.78
ORD0257,Customer_257,40.0,USA,Paris,Toys,9277.31,2,5.0,Credit Card,Returned,2023-05-09,5,17626.89
ORD0258,Customer_258,48.0,USA,Dubai,Toys,5445.58,4,10.0,Cash,Delivered,2023-05-09,5,19604.09
ORD0259,Customer_259,47.0,USA,Sydney,Food,8436.13,6,25.0,Credit Card,Delivered,2023-05-10,2,37962.58
ORD0260,Customer_260,59.0,UK,Paris,Toys,5257.48,2,20.0,UPI,Delivered,2023-05-10,4,8411.97
ORD0261,Customer_261,52.0,USA,São Paulo,Sports,6273.5,7,15.0,Net Banking,Returned,2023-05-11,4,37327.32
ORD0262,Customer_262,24.0,Germany,Sydney,Electronics,982.33,3,,Net Banking,Returned,2023-05-11,2,2946.99
ORD0263,Customer_263,33.0,Brazil,Tokyo,Toys,7577.18,3,20.0,Cash,Delivered,2023-05-12,,18185.23
ORD0264,Customer_264,43.0,Australia,New York,Sports,1364.36,2,25.0,UPI,Delivered,2023-05-12,3,2046.54
ORD0265,Customer_265,19.0,India,São Paulo,Clothing,8278.07,8,10.0,UPI,Returned,2023-05-13,2,59602.1
ORD0266,Customer_266,18.0,Japan,Paris,Beauty,7842.08,6,15.0,Credit Card,Delivered,2023-05-13,4,39994.61
ORD0267,Customer_267,29.0,Canada,Toronto,Toys,7116.57,1,20.0,UPI,Delivered,2023-05-14,5,5693.26
ORD0268,Customer_268,22.0,UAE,Dubai,Clothing,457.99,1,0.0,Debit Card,Pending,2023-05-14,1,457.99
ORD0269,Customer_269,54.0,UK,Mumbai,Beauty,3100.97,7,15.0,Credit Card,Delivered,2023-05-15,5,18450.77
ORD0270,Customer_270,49.0,India,Dubai,Home,2704.81,8,0.0,Debit Card,Delivered,2023-05-15,4,21638.48
ORD0271,Customer_271,26.0,France,Paris,Home,3665.35,5,25.0,Cash,Delivered,2023-05-16,2,13745.06
ORD0272,Customer_272,58.0,Germany,Dubai,Beauty,967.66,5,5.0,Net Banking,Delivered,2023-05-16,3,4596.38
ORD0273,Customer_273,52.0,UAE,New York,Toys,9375.88,4,15.0,Cash,Returned,2023-05-17,4,31877.99
ORD0274,Customer_274,36.0,Japan,Sydney,Food,5582.64,6,25.0,Net Banking,Delivered,2023-05-17,4,25121.88
ORD0275,Customer_275,33.0,India,Mumbai,Sports,3124.69,6,0.0,Cash,Pending,2023-05-18,5,18748.14
ORD0276,Customer_276,20.0,UAE,London,Electronics,4030.12,3,10.0,UPI,Delivered,2023-05-18,5,10881.32
ORD0277,Customer_277,37.0,India,Paris,Electronics,4527.31,9,10.0,Debit Card,Delivered,2023-05-19,,36671.21
ORD0278,Customer_278,41.0,Germany,Berlin,Books,6045.88,7,5.0,Net Banking,Delivered,2023-05-19,3,40205.1
ORD0279,Customer_279,50.0,Japan,London,Beauty,5205.23,1,15.0,Credit Card,Delivered,2023-05-20,,4424.45
ORD0280,Customer_280,41.0,France,Dubai,Electronics,9201.98,7,15.0,Debit Card,Delivered,2023-05-20,4,54751.78
ORD0281,Customer_281,28.0,USA,Paris,Toys,5019.94,5,15.0,Credit Card,Delivered,2023-05-21,4,21334.74
ORD0282,Customer_282,25.0,Australia,Tokyo,Food,9922.36,5,,Debit Card,Delivered,2023-05-21,2,49611.8
ORD0283,Customer_283,53.0,France,Berlin,Beauty,8529.11,2,5.0,Debit Card,Delivered,2023-05-22,2,16205.31
ORD0284,Customer_284,55.0,USA,Mumbai,Food,2164.25,4,15.0,Cash,Cancelled,2023-05-22,5,7358.45
ORD0285,Customer_285,57.0,UK,Toronto,Toys,9312.89,6,25.0,Net Banking,Cancelled,2023-05-23,4,41908.0
ORD0286,Customer_286,37.0,Brazil,Tokyo,Electronics,1252.03,7,10.0,Net Banking,Cancelled,2023-05-23,3,7887.79
ORD0287,Customer_287,52.0,Canada,London,Electronics,8192.75,5,0.0,Debit Card,Delivered,2023-05-24,4,40963.75
ORD0288,Customer_288,42.0,Canada,Sydney,Books,3868.17,9,25.0,UPI,Delivered,2023-05-24,3,26110.15
ORD0289,Customer_289,52.0,Australia,New York,Electronics,8791.95,3,10.0,UPI,Cancelled,2023-05-25,4,23738.27
ORD0290,Customer_290,42.0,Japan,Toronto,Beauty,8693.76,1,10.0,Credit Card,Delivered,2023-05-25,4,7824.38
ORD0291,Customer_291,46.0,Germany,Tokyo,Toys,8078.66,4,0.0,Credit Card,Delivered,2023-05-26,5,32314.64
ORD0292,Customer_292,35.0,Japan,Sydney,Home,7921.3,9,10.0,Cash,Returned,2023-05-26,5,64162.53
ORD0293,Customer_293,63.0,Germany,Sydney,Toys,3116.32,4,5.0,Debit Card,Cancelled,2023-05-27,4,11842.02
ORD0294,Customer_294,35.0,Japan,Paris,Beauty,901.1,2,0.0,Credit Card,Delivered,2023-05-27,4,1802.2
ORD0295,Customer_295,19.0,Brazil,Tokyo,Beauty,4089.5,5,10.0,Credit Card,Delivered,2023-05-28,4,18402.75
ORD0296,Customer_296,52.0,UK,Mumbai,Books,1817.89,3,20.0,Debit Card,Cancelled,2023-05-28,5,4362.94
ORD0297,Customer_297,33.0,UK,Dubai,Books,6980.02,9,25.0,Cash,Delivered,2023-05-29,4,47115.14
ORD0298,Customer_298,58.0,USA,Berlin,Electronics,3526.39,4,10.0,Credit Card,Cancelled,2023-05-29,3,12695.0
ORD0299,Customer_299,53.0,UAE,Berlin,Clothing,9758.54,6,5.0,Cash,Cancelled,2023-05-30,2,55623.68
ORD0300,Customer_300,50.0,UK,London,Toys,6445.62,2,15.0,Net Banking,Returned,2023-05-30,4,10957.55
ORD0301,Customer_301,21.0,UK,London,Toys,8242.56,6,10.0,Cash,Delivered,2023-05-31,4,44509.82
ORD0302,Customer_302,50.0,France,Berlin,Clothing,1411.99,3,15.0,UPI,Delivered,2023-05-31,5,3600.57
ORD0303,Customer_303,31.0,France,Mumbai,Books,8633.94,9,20.0,UPI,Cancelled,2023-06-01,3,62164.37
ORD0304,Customer_304,38.0,USA,New York,Electronics,9235.3,2,10.0,Cash,Delivered,2023-06-01,4,16623.54
ORD0305,Customer_305,37.0,UAE,São Paulo,Clothing,4921.91,9,0.0,UPI,Cancelled,2023-06-02,5,44297.19
ORD0306,Customer_306,25.0,Australia,Dubai,Electronics,6101.9,5,15.0,Net Banking,Delivered,2023-06-02,5,25933.08
ORD0307,Customer_307,24.0,France,New York,Electronics,7671.62,8,20.0,Debit Card,Delivered,2023-06-03,4,49098.37
ORD0308,Customer_308,20.0,Australia,Paris,Electronics,1830.9,2,0.0,UPI,Returned,2023-06-03,4,3661.8
ORD0309,Customer_309,34.0,India,São Paulo,Sports,5075.4,6,0.0,UPI,Cancelled,2023-06-04,4,30452.4
ORD0310,Customer_310,50.0,France,São Paulo,Beauty,4046.76,3,0.0,Cash,Returned,2023-06-04,5,12140.28
ORD0311,Customer_311,29.0,Brazil,Tokyo,Electronics,1549.1,5,0.0,Net Banking,Cancelled,2023-06-05,2,7745.5
ORD0312,Customer_312,39.0,UAE,Mumbai,Sports,3738.59,8,10.0,Debit Card,Delivered,2023-06-05,5,26917.85
ORD0313,Customer_313,,USA,Mumbai,Books,774.91,1,25.0,Cash,Cancelled,2023-06-06,5,581.18
ORD0314,Customer_314,63.0,India,São Paulo,Clothing,355.54,5,10.0,Cash,Returned,2023-06-06,4,1599.93
ORD0315,Customer_315,47.0,UAE,Tokyo,Beauty,1438.15,3,10.0,Net Banking,Delivered,2023-06-07,1,3883.01
ORD0316,Customer_316,55.0,Brazil,Dubai,Home,9634.84,4,20.0,Debit Card,Delivered,2023-06-07,4,30831.49
ORD0317,Customer_317,55.0,UAE,São Paulo,Clothing,5540.34,2,20.0,Net Banking,Delivered,2023-06-08,4,8864.54
ORD0318,Customer_318,62.0,Brazil,Toronto,Beauty,9661.64,9,25.0,Debit Card,Delivered,2023-06-08,3,65216.07
ORD0319,Customer_319,25.0,Brazil,London,Home,4381.73,3,20.0,Net Banking,Cancelled,2023-06-09,5,10516.15
ORD0320,Customer_320,44.0,Australia,London,Clothing,3186.98,2,5.0,Cash,Delivered,2023-06-09,,6055.26
ORD0321,Customer_321,44.0,Japan,New York,Beauty,5110.8,9,25.0,Cash,Delivered,2023-06-10,4,34497.9
ORD0322,Customer_322,51.0,India,Paris,Clothing,4451.17,7,20.0,Credit Card,Delivered,2023-06-10,5,24926.55
ORD0323,Customer_323,,UAE,London,Clothing,1146.08,6,25.0,UPI,Delivered,2023-06-11,2,5157.36
ORD0324,Customer_324,47.0,Germany,Sydney,Home,6444.18,1,10.0,Net Banking,Delivered,2023-06-11,4,5799.76
ORD0325,Customer_325,50.0,India,New York,Clothing,2238.78,5,10.0,Credit Card,Delivered,2023-06-12,2,10074.51
ORD0326,Customer_326,45.0,Japan,London,Clothing,6233.92,3,25.0,UPI,Returned,2023-06-12,4,14026.32
ORD0327,Customer_327,64.0,India,Paris,Home,6536.99,1,5.0,Net Banking,Delivered,2023-06-13,5,6210.14
ORD0328,Customer_328,50.0,UK,Mumbai,Books,1605.05,4,5.0,Debit Card,Delivered,2023-06-13,,6099.19
ORD0329,Customer_329,22.0,Germany,Mumbai,Electronics,707.36,2,25.0,UPI,Delivered,2023-06-14,2,1061.04
ORD0330,Customer_330,36.0,Japan,Dubai,Toys,7829.54,2,20.0,Cash,Cancelled,2023-06-14,4,12527.26
ORD0331,Customer_331,21.0,Australia,São Paulo,Food,4652.02,3,15.0,Credit Card,Delivered,2023-06-15,4,11862.65
ORD0332,Customer_332,52.0,UAE,Toronto,Sports,675.82,8,5.0,UPI,Returned,2023-06-15,4,5136.23
ORD0333,Customer_333,34.0,Canada,Mumbai,Food,9949.18,8,0.0,UPI,Cancelled,2023-06-16,5,79593.44
ORD0334,Customer_334,61.0,Japan,Tokyo,Food,672.03,7,10.0,Cash,Cancelled,2023-06-16,5,4233.79
ORD0335,Customer_335,45.0,USA,London,Beauty,6980.85,6,25.0,Net Banking,Delivered,2023-06-17,4,31413.83
ORD0336,Customer_336,47.0,UAE,Tokyo,Electronics,9838.42,9,0.0,Debit Card,Cancelled,2023-06-17,4,88545.78
ORD0337,Customer_337,46.0,Japan,Paris,Beauty,2467.88,4,25.0,Cash,Delivered,2023-06-18,3,7403.64
ORD0338,Customer_338,63.0,UK,Mumbai,Electronics,1508.27,1,10.0,Debit Card,Pending,2023-06-18,2,1357.44
ORD0339,Customer_339,23.0,Canada,Toronto,Home,1301.71,8,10.0,Net Banking,Delivered,2023-06-19,4,9372.31
ORD0340,Customer_340,52.0,UK,Paris,Home,3102.42,7,5.0,UPI,Delivered,2023-06-19,4,20631.09
ORD0341,Customer_341,58.0,Canada,Sydney,Toys,1100.35,7,5.0,Debit Card,Delivered,2023-06-20,5,7317.33
ORD0342,Customer_342,54.0,USA,Sydney,Electronics,6952.4,3,0.0,Credit Card,Delivered,2023-06-20,5,20857.2
ORD0343,Customer_343,41.0,UAE,Tokyo,Clothing,716.69,4,25.0,Credit Card,Cancelled,2023-06-21,2,2150.07
ORD0344,Customer_344,46.0,Australia,São Paulo,Books,5143.28,9,10.0,Cash,Delivered,2023-06-21,4,41660.57
ORD0345,Customer_345,63.0,UK,New York,Toys,9967.3,6,0.0,Net Banking,Delivered,2023-06-22,3,59803.8
ORD0346,Customer_346,48.0,UK,São Paulo,Toys,8158.31,5,15.0,Cash,Delivered,2023-06-22,3,34672.82
ORD0347,Customer_347,52.0,Brazil,Dubai,Clothing,6190.67,3,0.0,Cash,Cancelled,2023-06-23,5,18572.01
ORD0348,Customer_348,50.0,Canada,São Paulo,Books,3131.91,9,20.0,Cash,Returned,2023-06-23,1,22549.75
ORD0349,Customer_349,38.0,France,Dubai,Beauty,6276.57,5,0.0,Credit Card,Cancelled,2023-06-24,4,31382.85
ORD0350,Customer_350,49.0,UAE,Dubai,Books,5317.71,5,20.0,Credit Card,Cancelled,2023-06-24,3,21270.84
ORD0351,Customer_351,40.0,Canada,Toronto,Beauty,4318.23,4,20.0,Cash,Delivered,2023-06-25,5,13818.34
ORD0352,Customer_352,50.0,Brazil,Mumbai,Home,1394.03,4,20.0,Credit Card,Delivered,2023-06-25,4,4460.9
ORD0353,Customer_353,20.0,India,Toronto,Food,8877.38,1,15.0,Net Banking,Cancelled,2023-06-26,3,7545.77
ORD0354,Customer_354,35.0,Canada,Dubai,Home,4552.87,7,0.0,Cash,Delivered,2023-06-26,4,31870.09
ORD0355,Customer_355,42.0,Australia,Paris,Home,2026.76,9,0.0,Credit Card,Delivered,2023-06-27,5,18240.84
ORD0356,Customer_356,59.0,UAE,Sydney,Food,3740.82,3,15.0,Debit Card,Delivered,2023-06-27,,9539.09
ORD0357,Customer_357,48.0,Brazil,Dubai,Books,4199.88,2,10.0,Cash,Delivered,2023-06-28,3,7559.78
ORD0358,Customer_358,20.0,India,Toronto,Toys,8292.63,3,5.0,Cash,Delivered,2023-06-28,5,23634.0
ORD0359,Customer_359,57.0,Germany,Paris,Books,7362.78,1,0.0,Net Banking,Returned,2023-06-29,5,7362.78
ORD0360,Customer_360,63.0,Brazil,Toronto,Beauty,7716.12,6,5.0,UPI,Delivered,2023-06-29,5,43981.88
ORD0361,Customer_361,41.0,Germany,São Paulo,Clothing,209.21,7,25.0,UPI,Delivered,2023-06-30,5,1098.35
ORD0362,Customer_362,49.0,UAE,London,Beauty,4219.92,2,25.0,Net Banking,Delivered,2023-06-30,4,6329.88
ORD0363,Customer_363,64.0,UK,Tokyo,Clothing,4865.31,8,15.0,Net Banking,Cancelled,2023-07-01,4,33084.11
ORD0364,Customer_364,39.0,Brazil,New York,Home,290.0,6,25.0,Net Banking,Delivered,2023-07-01,5,1305.0
ORD0365,Customer_365,40.0,USA,Toronto,Food,2672.15,4,25.0,UPI,Returned,2023-07-02,4,8016.45
ORD0366,Customer_366,19.0,Germany,New York,Home,7626.87,5,10.0,Net Banking,Returned,2023-07-02,5,34320.92
ORD0367,Customer_367,44.0,Australia,Berlin,Electronics,1457.39,8,10.0,Credit Card,Delivered,2023-07-03,4,10493.21
ORD0368,Customer_368,59.0,USA,Toronto,Books,5399.57,3,,Cash,Returned,2023-07-03,5,16198.71
ORD0369,Customer_369,19.0,Japan,London,Clothing,2230.5,3,25.0,Cash,Pending,2023-07-04,5,5018.62
ORD0370,Customer_370,43.0,Japan,New York,Beauty,220.0,4,15.0,Debit Card,Returned,2023-07-04,3,748.0
ORD0371,Customer_371,34.0,India,Dubai,Food,2487.89,1,20.0,Debit Card,Returned,2023-07-05,5,1990.31
ORD0372,Customer_372,57.0,UK,Toronto,Clothing,9761.15,9,20.0,Cash,Delivered,2023-07-05,4,70280.28
ORD0373,Customer_373,50.0,UAE,Mumbai,Beauty,8035.22,8,5.0,Credit Card,Delivered,2023-07-06,5,61067.67
ORD0374,Customer_374,26.0,Brazil,Tokyo,Books,9599.81,8,20.0,UPI,Delivered,2023-07-06,4,61438.78
ORD0375,Customer_375,60.0,France,London,Home,4929.76,6,20.0,UPI,Delivered,2023-07-07,4,23662.85
ORD0376,Customer_376,56.0,Australia,New York,Books,1186.39,7,10.0,Credit Card,Pending,2023-07-07,5,7474.26
ORD0377,Customer_377,46.0,Germany,London,Sports,5524.8,6,10.0,UPI,Delivered,2023-07-08,3,29833.92
ORD0378,Customer_378,59.0,UAE,Paris,Electronics,4598.34,9,25.0,Net Banking,Cancelled,2023-07-08,5,31038.8
ORD0379,Customer_379,43.0,USA,Tokyo,Sports,8459.14,3,5.0,Cash,Returned,2023-07-09,4,24108.55
ORD0380,Customer_380,52.0,Japan,Dubai,Food,1071.02,3,0.0,Cash,Returned,2023-07-09,4,3213.06
ORD0381,Customer_381,42.0,Australia,Toronto,Clothing,4933.59,3,5.0,Credit Card,Pending,2023-07-10,4,14060.73
ORD0382,Customer_382,41.0,France,Toronto,Food,1585.48,3,5.0,UPI,Delivered,2023-07-10,4,4518.62
ORD0383,Customer_383,30.0,Brazil,Toronto,Home,3314.29,9,15.0,Debit Card,Delivered,2023-07-11,4,25354.32
ORD0384,Customer_384,24.0,India,Tokyo,Beauty,7399.84,4,25.0,Debit Card,Delivered,2023-07-11,1,22199.52
ORD0385,Customer_385,53.0,France,Mumbai,Books,4812.58,7,15.0,UPI,Delivered,2023-07-12,3,28634.85
ORD0386,Customer_386,62.0,Australia,Berlin,Sports,3821.29,9,5.0,Debit Card,Delivered,2023-07-12,1,32672.03
ORD0387,Customer_387,37.0,France,Sydney,Toys,4005.32,7,5.0,Credit Card,Delivered,2023-07-13,,26635.38
ORD0388,Customer_388,18.0,Australia,São Paulo,Sports,4648.52,9,5.0,Credit Card,Cancelled,2023-07-13,,39744.85
ORD0389,Customer_389,25.0,Australia,New York,Home,7871.66,3,20.0,UPI,Delivered,2023-07-14,4,18891.98
ORD0390,Customer_390,63.0,Canada,Mumbai,Sports,8931.64,4,15.0,Debit Card,Delivered,2023-07-14,5,30367.58
ORD0391,Customer_391,33.0,Germany,Dubai,Home,9557.81,8,5.0,Credit Card,Cancelled,2023-07-15,4,72639.36
ORD0392,Customer_392,31.0,Japan,New York,Toys,7890.34,6,10.0,Credit Card,Delivered,2023-07-15,5,42607.84
ORD0393,Customer_393,29.0,Canada,Toronto,Food,3222.53,5,25.0,Net Banking,Delivered,2023-07-16,5,12084.49
ORD0394,Customer_394,40.0,Brazil,London,Books,6912.53,4,,Net Banking,Cancelled,2023-07-16,5,27650.12
ORD0395,Customer_395,32.0,Canada,Dubai,Clothing,4432.27,8,10.0,Credit Card,Delivered,2023-07-17,4,31912.34
ORD0396,Customer_396,45.0,UK,New York,Beauty,2621.24,1,25.0,UPI,Cancelled,2023-07-17,5,1965.93
ORD0397,Customer_397,51.0,UK,Toronto,Clothing,8424.63,9,20.0,Cash,Delivered,2023-07-18,3,60657.34
ORD0398,Customer_398,,Japan,New York,Food,480.42,1,20.0,Cash,Returned,2023-07-18,,384.34
ORD0399,Customer_399,49.0,France,London,Beauty,9027.44,8,0.0,Credit Card,Delivered,2023-07-19,1,72219.52
ORD0400,Customer_400,40.0,Germany,Toronto,Sports,4668.63,4,0.0,Credit Card,Delivered,2023-07-19,4,18674.52
ORD0401,Customer_401,39.0,Japan,Berlin,Toys,6408.29,9,0.0,Credit Card,Delivered,2023-07-20,5,57674.61
ORD0402,Customer_402,42.0,Australia,Mumbai,Toys,6627.6,5,25.0,UPI,Returned,2023-07-20,5,24853.5
ORD0403,Customer_403,39.0,USA,Paris,Electronics,8961.67,3,20.0,Net Banking,Delivered,2023-07-21,2,21508.01
ORD0404,Customer_404,39.0,Germany,São Paulo,Food,6403.03,9,20.0,Credit Card,Delivered,2023-07-21,5,46101.82
ORD0405,Customer_405,59.0,Germany,Tokyo,Food,6177.94,9,20.0,Credit Card,Pending,2023-07-22,3,44481.17
ORD0406,Customer_406,23.0,Australia,São Paulo,Books,759.86,4,10.0,Debit Card,Cancelled,2023-07-22,4,2735.5
ORD0407,Customer_407,32.0,Australia,Dubai,Clothing,5232.24,4,20.0,UPI,Delivered,2023-07-23,3,16743.17
ORD0408,Customer_408,60.0,India,São Paulo,Food,1586.67,8,10.0,Credit Card,Cancelled,2023-07-23,4,11424.02
ORD0409,Customer_409,54.0,Japan,Toronto,Food,7400.59,2,0.0,Debit Card,Delivered,2023-07-24,4,14801.18
ORD0410,Customer_410,50.0,Australia,Berlin,Sports,5171.0,9,0.0,Cash,Delivered,2023-07-24,4,46539.0
ORD0411,Customer_411,25.0,UK,Paris,Sports,6834.26,6,25.0,Credit Card,Delivered,2023-07-25,3,30754.17
ORD0412,Customer_412,61.0,Brazil,Mumbai,Beauty,512.56,9,0.0,Credit Card,Pending,2023-07-25,3,4613.04
ORD0413,Customer_413,61.0,USA,Mumbai,Home,939.44,8,25.0,Debit Card,Pending,2023-07-26,4,5636.64
ORD0414,Customer_414,22.0,Japan,London,Home,7191.6,7,5.0,UPI,Delivered,2023-07-26,5,47824.14
ORD0415,Customer_415,56.0,UAE,Tokyo,Electronics,813.63,1,5.0,Credit Card,Delivered,2023-07-27,5,772.95
ORD0416,Customer_416,21.0,UK,New York,Home,805.44,3,15.0,Cash,Delivered,2023-07-27,2,2053.87
ORD0417,Customer_417,23.0,France,Berlin,Books,219.87,2,25.0,Credit Card,Pending,2023-07-28,4,329.8
ORD0418,Customer_418,62.0,Australia,New York,Electronics,9569.36,5,15.0,Cash,Pending,2023-07-28,2,40669.78
ORD0419,Customer_419,49.0,UAE,Paris,Beauty,7401.33,5,15.0,Net Banking,Delivered,2023-07-29,1,31455.65
ORD0420,Customer_420,47.0,Australia,São Paulo,Sports,3597.19,5,5.0,Net Banking,Returned,2023-07-29,5,17086.65
ORD0421,Customer_421,64.0,Germany,Mumbai,Home,3035.7,4,25.0,Cash,Cancelled,2023-07-30,4,9107.1
ORD0422,Customer_422,52.0,UK,Paris,Clothing,3562.06,5,5.0,UPI,Delivered,2023-07-30,3,16919.78
ORD0423,Customer_423,57.0,Germany,São Paulo,Sports,7769.07,3,15.0,Credit Card,Delivered,2023-07-31,3,19811.13
ORD0424,Customer_424,33.0,India,Mumbai,Toys,6647.57,1,25.0,Credit Card,Delivered,2023-07-31,1,4985.68
ORD0425,Customer_425,30.0,Germany,São Paulo,Books,1933.44,5,15.0,Net Banking,Cancelled,2023-08-01,5,8217.12
ORD0426,Customer_426,59.0,India,Tokyo,Sports,1823.68,9,20.0,Cash,Cancelled,2023-08-01,,13130.5
ORD0427,Customer_427,47.0,India,Berlin,Books,1074.12,9,,Credit Card,Delivered,2023-08-02,3,9667.08
ORD0428,Customer_428,36.0,UAE,Dubai,Books,6637.0,4,25.0,Credit Card,Pending,2023-08-02,3,19911.0
ORD0429,Customer_429,34.0,Australia,Paris,Books,7667.29,3,15.0,UPI,Delivered,2023-08-03,5,19551.59
ORD0430,Customer_430,36.0,France,Paris,Beauty,2723.96,1,20.0,Debit Card,Delivered,2023-08-03,5,2179.17
ORD0431,Customer_431,45.0,Germany,Sydney,Books,307.36,2,10.0,Net Banking,Cancelled,2023-08-04,4,553.25
ORD0432,Customer_432,43.0,UK,Toronto,Books,913.5,8,5.0,Net Banking,Cancelled,2023-08-04,2,6942.6
ORD0433,Customer_433,54.0,India,Tokyo,Toys,9681.81,1,15.0,Debit Card,Delivered,2023-08-05,1,8229.54
ORD0434,Customer_434,43.0,Australia,Tokyo,Clothing,3024.9,8,25.0,Credit Card,Delivered,2023-08-05,4,18149.4
ORD0435,Customer_435,40.0,USA,New York,Electronics,7715.31,7,5.0,UPI,Delivered,2023-08-06,4,51306.81
ORD0436,Customer_436,26.0,Japan,São Paulo,Food,6284.17,8,5.0,UPI,Delivered,2023-08-06,1,47759.69
ORD0437,Customer_437,29.0,UAE,Toronto,Toys,3881.2,6,5.0,Net Banking,Delivered,2023-08-07,4,22122.84
ORD0438,Customer_438,18.0,France,Berlin,Electronics,2136.3,9,10.0,UPI,Delivered,2023-08-07,1,17304.03
ORD0439,Customer_439,18.0,Canada,Berlin,Books,1301.73,3,0.0,Debit Card,Cancelled,2023-08-08,,3905.19
ORD0440,Customer_440,64.0,UAE,Tokyo,Clothing,6188.63,4,15.0,Credit Card,Delivered,2023-08-08,4,21041.34
ORD0441,Customer_441,51.0,USA,Berlin,Sports,7768.87,6,0.0,Debit Card,Cancelled,2023-08-09,1,46613.22
